Sr. No.,Year,Author,Exp,Data,Vel,Temp,RH,hours,Fit,Variety,Technique,Pretreatment,P_temp,P_time,kg_r,kg_m,Diff_r,Diff_m,Do,TD,alpha,aLR,aRL,mwR,Density,Berry Count,Radius,Dry_Mass,Weight_i,Vol_i,Water_i,MR_i,MC_i,MC_i,Weight_f,Vol_f,Water_f,MC_eq_Lit,MC_eq_Lit,MR_f,MC_f,MC_f,Pretreatment
271,2000,Vázquez G.,16,8,2.5,60,22,25,0.197,Muscatel,Convective,Chemical,20,20,,19,,2.03E-04,6.60E+08,2695,1.79E-02,2.30E-02,5.49E-01,29.6,1075,1440,0.822,0.794,3.6,3.349,2.806,1,3.535,0.7795,0.959,0.743,0.165,0.18,0.1525,0.0083,0.2079,0.1721,"0.5% (w/w) NotApplicableOH + 7% (w/w) K2CO3 + 0.4% (v/v) olive oil (20°C, 20 sec)"
272,2000,Vázquez G.,17,8,2.5,60,22,25,0.082,Muscatel,Convective,Chemical,20,20,,23,,2.03E-04,6.60E+08,2695,1.79E-02,2.30E-02,5.49E-01,29.6,1075,1440,0.822,0.794,3.6,3.349,2.806,1,3.535,0.7795,0.936,0.726,0.143,0.1796,0.1523,0,0.1796,0.1523,"0.5% (w/w) NotApplicableOH + 15% (w/w) K2CO3 + 0.8% (v/v) olive oil (20°C, 20 sec)"
273,2000,Vázquez G.,18,15,2.5,60,22,46,0.111,Muscatel,Convective,Physical,NotApplicable,NotApplicable,,10,,2.03E-04,6.60E+08,2695,1.79E-02,2.30E-02,5.49E-01,29.6,1075,1440,0.822,0.655,3.6,3.349,2.945,1,4.5,0.8182,0.76,0.589,0.105,0.1604,0.1382,0,0.1604,0.1382,De-stalked
274,2000,Vázquez G.,19,6,2.5,60,22,9,0.087,Muscatel,Convective,Physical,NotApplicable,NotApplicable,,81,,2.03E-04,6.60E+08,2695,1.79E-02,2.30E-02,5.49E-01,29.6,1075,1440,0.822,0.638,3.6,3.349,2.962,1,4.6415,0.8227,0.759,0.588,0.12,0.18,0.1525,0.0019,0.1887,0.1587,Peeled
275,2001,Pahlavanzadeh H.,1,11,2,65,20,7,0.127,Thomson,Convective,Chemical,85,2,,46,,4.80E-02,9.10E+08,995,1.09E-02,2.30E-02,5.49E-01,29.6,1075,480,0.822,339.95,1200,1116.279,860.05,1,2.5299,0.7167,424.863,329.351,84.913,0.13,0.115,0.0499,0.2498,0.1999,"2% (w/v) NotApplicableOH (85°C, 2 sec)"
276,2001,Pahlavanzadeh H.,2,13,2,65,20,14,0.119,Thomson,Convective,Chemical,100,15,,27,,4.80E-02,9.10E+08,995,1.09E-02,2.30E-02,5.49E-01,29.6,1075,480,0.822,293.799,1200,1116.279,906.201,1,3.0844,0.7552,367.355,284.771,73.556,0.13,0.115,0.0407,0.2504,0.2002,"0.15% (w/v) NotApplicableOH (100°C, 15 sec)"
277,2001,Pahlavanzadeh H.,3,13,2,65,20,6,0.152,Thomson,Convective,Chemical,25,180,,38,,4.80E-02,9.10E+08,995,1.09E-02,2.30E-02,5.49E-01,29.6,1075,480,0.822,292.644,1200,1116.279,907.356,1,3.1006,0.7561,365.948,283.681,73.304,0.13,0.115,0.0406,0.2505,0.2003,5% (w/v) K2CO3 + 0.4% (v/v) olive oil
278,2001,Pahlavanzadeh H.,4,13,2,65,20,9,0.081,Thomson,Convective,Chemical,42,60,,34,,4.80E-02,9.10E+08,995,1.09E-02,2.30E-02,5.49E-01,29.6,1075,480,0.822,292.614,1200,1116.279,907.386,1,3.101,0.7562,365.946,283.679,73.332,0.13,0.115,0.0406,0.2506,0.2004,"4% (w/v) NotApplicable2CO3 (42°C, 1 min)"
279,2001,Pahlavanzadeh H.,5,13,2,65,20,27,0.361,Thomson,Convective,Untreated,Untreated,Untreated,,16,,4.80E-02,9.10E+08,995,1.09E-02,2.30E-02,5.49E-01,29.6,1075,480,0.822,293.516,1200,1116.279,906.484,1,3.0884,0.7554,366.96,284.465,73.444,0.13,0.115,0.0406,0.2502,0.2001,Untreated
280,2001,Yaldiz O.,1,11,1.5,32.4,55,82,0.208,Thomson,Convective,Chemical,25,180,,85,,5.23E-04,7.70E+08,2229,1.79E-02,2.30E-02,1.49E-01,29.6,1075,400,0.822,316.691,1000,930.233,683.309,1,2.1577,0.6833,368.629,285.759,51.937,0.0631,0.0593,0.0482,0.164,0.1409,6% K2CO3 + 0.5% olive oil
281,2001,Yaldiz O.,2,9,0.5,38.9,40,68,0.081,Thomson,Convective,Chemical,25,180,,54,,6.09E-04,7.70E+08,2229,1.79E-02,2.30E-02,1.49E-01,29.6,1075,400,0.822,338.309,1000,930.233,661.691,1,1.9559,0.6617,387.065,300.05,48.756,0.0494,0.047,0.0497,0.1441,0.126,6% K2CO3 + 0.5% olive oil
282,2001,Yaldiz O.,3,8,1,39.6,35,59,0.062,Thomson,Convective,Chemical,25,180,,53,,6.18E-04,7.70E+08,2229,1.79E-02,2.30E-02,1.49E-01,29.6,1075,400,0.822,328.693,1000,930.233,671.307,1,2.0424,0.6713,374.71,290.473,46.017,0.05,0.0476,0.0452,0.14,0.1228,6% K2CO3 + 0.5% olive oil
283,2002,Azzouz S.,1,108,1.5,40,15,18,0.016,Thomson,Convective,Chemical,90,10,,32,,8.08E-05,8.20E+08,2889,1.79E-02,2.30E-02,1.49E-01,29.6,1075,400,0.822,229.885,1000,930.233,770.115,1,3.35,0.7701,619.279,480.061,389.394,0.1765,0.15,0.4781,1.6939,0.6288,"1% NotApplicableOH (90°C, 2-3 sec) (Immersed twice or thrice successively)"
284,2002,Azzouz S.,2,112,0.5,50,9,18,0.015,Thomson,Convective,Chemical,90,10,,24,,1.07E-04,8.20E+08,2889,1.79E-02,2.30E-02,1.49E-01,29.6,1075,400,0.822,237.53,1000,930.233,762.47,1,3.21,0.7625,539.552,418.257,302.022,0.1765,0.15,0.361,1.2715,0.5598,"1% NotApplicableOH (90°C, 2-3 sec) (Immersed twice or thrice successively)"
285,2002,Azzouz S.,3,107,0.5,60,5.6,18,0.014,Thomson,Convective,Chemical,90,10,,24,,1.41E-04,8.20E+08,2889,1.79E-02,2.30E-02,1.49E-01,29.6,1075,400,0.822,236.407,1000,930.233,763.593,1,3.23,0.7636,409.586,317.509,173.179,0.1765,0.15,0.1821,0.7325,0.4228,"1% NotApplicableOH (90°C, 2-3 sec) (Immersed twice or thrice successively)"
286,2002,Azzouz S.,4,63,1,60,5.6,24,0.014,Chasselas,Convective,Chemical,90,10,,27,,1.41E-04,8.20E+08,2889,1.79E-02,2.30E-02,1.49E-01,29.6,1075,400,0.822,219.298,1000,930.233,780.702,1,3.56,0.7807,273.142,211.738,53.844,0.1765,0.15,0.0204,0.2455,0.1971,"1% NotApplicableOH (90°C, 2-3 sec) (Immersed twice or thrice successively)"
287,2002,Azzouz S.,5,51,2,60,5.6,20,0.003,Chasselas,Convective,Chemical,90,10,,40,,1.41E-04,8.20E+08,2889,1.79E-02,2.30E-02,1.49E-01,29.6,1075,400,0.822,221.239,1000,930.233,778.761,1,3.52,0.7788,263.018,203.89,41.779,0.1765,0.15,0.0037,0.1888,0.1588,"1% NotApplicableOH (90°C, 2-3 sec) (Immersed twice or thrice successively)"
288,2002,Azzouz S.,6,55,1.5,70,4,17,0.012,Chasselas,Convective,Chemical,90,10,,50,,1.81E-04,8.20E+08,2889,1.79E-02,2.30E-02,1.49E-01,29.6,1075,400,0.822,210.526,1000,930.233,789.474,1,3.75,0.7895,254.66,197.411,44.133,0.1765,0.15,0.0093,0.2096,0.1733,"1% NotApplicableOH (90°C, 2-3 sec) (Immersed twice or thrice successively)"
289,2002,Doymaz ?.,1,38,1.2,60,20,22,0.011,Thomson,Convective,Chemical,25,180,,11,,3.73E-04,9.00E+08,2595,1.09E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,150,1000,930.233,850,1,5.6667,0.85,199.104,154.345,49.104,0.2,0.1667,0.0233,0.3274,0.2466,5% (w/v) K2CO3 + 0.5% (w/v) olive oil
290,2002,Doymaz ?.,2,33,1.2,60,20,21,0.01,Thomson,Convective,Chemical,25,180,,27,,3.73E-04,9.00E+08,2595,1.09E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,150,1000,930.233,850,1,5.6667,0.85,190.715,147.841,40.715,0.2,0.1667,0.0131,0.2714,0.2135,5% (w/v) K2CO3 + 2% (w/v) ethyl oleate
291,2002,Doymaz ?.,3,44,1.2,60,20,48,0.016,Thomson,Convective,Untreated,Untreated,Untreated,,31,,3.73E-04,9.00E+08,2595,1.09E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,150,1000,930.233,850,1,5.6667,0.85,178.56,138.419,28.56,0.1904,0.1599,0,0.1904,0.1599,Untreated
292,2002,El-Sebaii A. A.,1,22,2.2,27.5,55,72,0.795,Unreported,Convective,Untreated,Untreated,Untreated,,61,,1.37E-01,9.90E+08,595,1.09E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,209.48,1000,930.233,790.52,1,3.7737,0.7905,252.971,196.101,43.491,0.2076,0.1719,0,0.2076,0.1719,Untreated
293,2002,El-Sebaii A. A.,2,21,0.3,34,38,60,0.126,Unreported,Convective,Untreated,Untreated,Untreated,,57,,1.43E-01,9.90E+08,595,1.09E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,209.48,1000,930.233,790.52,1,3.7737,0.7905,257.372,199.513,47.892,0.2195,0.18,0.0026,0.2286,0.1861,Untreated
294,2002,Pangavhane D. R.,1,54,0.13,50,18,344,0.255,Thomson,Convective,Chemical,25,180,,5,,2.16E-05,5.80E+08,3295,1.79E-02,2.30E-02,5.49E-01,29.6,1075,80,0.822,44.485,200,186.047,155.515,1,3.4959,0.7776,50.004,38.763,5.519,0,0,0.0355,0.1241,0.1104,"2.5% K2CO3 + 2% commercial dipping oil (ambient temp., 3 min)"
295,2002,Pangavhane D. R.,2,28,0.22,50,18,151,0.232,Thomson,Convective,Chemical,25,180,F,8,,2.16E-05,5.80E+08,3295,1.79E-02,2.30E-02,5.49E-01,29.6,1075,80,0.822,44.485,200,186.047,155.515,1,3.4959,0.7776,49.356,38.26,4.871,0,0,0.0313,0.1095,0.0987,"2.5% K2CO3 + 2% commercial dipping oil (ambient temp., 3 min)"
296,2002,Pangavhane D. R.,3,27,0.6,52.5,15,79,0.13,Thomson,Convective,Chemical,25,180,,10,,2.34E-05,5.80E+08,3295,1.79E-02,2.30E-02,5.49E-01,29.6,1075,80,0.822,44.485,200,186.047,155.515,1,3.4959,0.7776,52.047,40.347,7.562,0,0,0.0486,0.17,0.1453,"2.5% K2CO3 + 2% commercial dipping oil (ambient temp., 3 min)"
297,2004,Abene A.,1,13,0.2,60,14,12,0.064,Unreported,Convective,Untreated,Untreated,Untreated,,58,,1.75E-03,9.40E+08,2095,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,118.797,1000,930.233,881.203,1,7.4177,0.8812,160.899,124.728,42.102,0,0,0.0478,0.3544,0.2617,Untreated
298,2004,Abene A.,2,13,0.2,60,14,12,0.111,Unreported,Convective,Untreated,Untreated,Untreated,,21,,1.75E-03,9.40E+08,2095,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,118.797,1000,930.233,881.203,1,7.4177,0.8812,440.132,341.188,321.335,0,0,0.3647,2.7049,0.7301,Untreated
299,2004,Abene A.,3,9,0.5,60,14,8,0.02,Unreported,Convective,Untreated,Untreated,Untreated,,58,,1.75E-03,9.40E+08,2095,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,118.797,1000,930.233,881.203,1,7.4177,0.8812,119.819,92.883,1.022,0,0,0.0012,0.0086,0.0085,Untreated
300,2004,Abene A.,4,13,0.5,60,14,12,0.038,Unreported,Convective,Untreated,Untreated,Untreated,,41,,1.75E-03,9.40E+08,2095,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,118.797,1000,930.233,881.203,1,7.4177,0.8812,263.16,204,144.362,0,0,0.1638,1.2152,0.5486,Untreated
301,2004,Abene A.,5,7,0.2,60,14,6,0.046,Unreported,Convective,Untreated,Untreated,Untreated,,76,,1.75E-03,9.40E+08,2095,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,118.797,1000,930.233,881.203,1,7.4177,0.8812,118.797,92.091,0,0,0,0,0,0,Untreated
302,2004,Abene A.,6,10,0.2,60,14,9,0.008,Unreported,Convective,Untreated,Untreated,Untreated,,59,,1.75E-03,9.40E+08,2095,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,118.797,1000,930.233,881.203,1,7.4177,0.8812,118.797,92.091,0,0,0,0,0,0,Untreated
303,2004,Abene A.,7,6,0.5,60,14,5,0.094,Unreported,Convective,Untreated,Untreated,Untreated,,94,,1.75E-03,9.40E+08,2095,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,118.797,1000,930.233,881.203,1,7.4177,0.8812,118.797,92.091,0,0,0,0,0,0,Untreated
304,2004,Abene A.,8,8,0.5,60,14,7,0.019,Unreported,Convective,Untreated,Untreated,Untreated,,66,,1.75E-03,9.40E+08,2095,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,118.797,1000,930.233,881.203,1,7.4177,0.8812,122.302,94.808,3.505,0,0,0.004,0.0295,0.0287,Untreated
305,2004,Abene A.,9,8,0.2,60,14,7,0.012,Unreported,Convective,Untreated,Untreated,Untreated,,68,,1.75E-03,9.40E+08,2095,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,118.797,1000,930.233,881.203,1,7.4177,0.8812,122.314,94.817,3.516,0,0,0.004,0.0296,0.0287,Untreated
306,2004,Abene A.,10,13,0.2,60,14,12,0.014,Unreported,Convective,Untreated,Untreated,Untreated,,41,,1.75E-03,9.40E+08,2095,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,118.797,1000,930.233,881.203,1,7.4177,0.8812,215.035,166.694,96.238,0,0,0.1092,0.8101,0.4475,Untreated
307,2004,Abene A.,11,7,0.5,60,14,6,0.042,Unreported,Convective,Untreated,Untreated,Untreated,,78,,1.75E-03,9.40E+08,2095,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,118.797,1000,930.233,881.203,1,7.4177,0.8812,124.832,96.769,6.035,0,0,0.0068,0.0508,0.0483,Untreated
308,2004,Abene A.,12,10,0.5,60,14,9,0.009,Unreported,Convective,Untreated,Untreated,Untreated,,64,,1.75E-03,9.40E+08,2095,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,118.797,1000,930.233,881.203,1,7.4177,0.8812,123.335,95.609,4.538,0,0,0.0051,0.0382,0.0368,Untreated
309,2004,To?rul ?. T.,1,97,0.05,37,20,115,0.084,Unreported,Open Sun,Chemical,25,120,,10,,1.90E-04,3.10E+08,2295,1.79E-02,2.30E-02,5.49E-01,29.6,1075,244,0.822,120.855,610.32,567.74,489.465,1,4.05,0.802,214.539,166.309,93.684,0,0,0.1914,0.7752,0.4367,"5% K2CO3 + 0.5% olive oil (ambient temp., 2 min)"
310,2005,Bauman I.,1,10,1.5,70,0,6,0.014,Red,Fluidized bed,Chemical,90,60,,21,,9.97E-04,8.00E+08,2295,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,174.612,1000,930.233,825.388,1,4.727,0.8254,481.111,372.955,306.5,0.12,0.1071,0.355,1.7553,0.6371,"Grapes were blanched, cooked (necessary additives added) and treated with SO2 and starch solution (Whole grapes)"
311,2005,Bauman I.,2,10,1.5,70,0,4,0.001,Red,Fluidized bed,Chemical,90,60,,160,,9.97E-04,8.00E+08,2295,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,174.612,1000,930.233,825.388,1,4.727,0.8254,195.831,151.807,21.219,0.12,0.1071,0.0003,0.1215,0.1084,"Grapes were blanched, cooked (necessary additives added) and treated with SO2 and starch solution (Halved grapes)"
312,2005,Fadhel A.,1,50,0.01,28.5,50,244,0.246,Thomson,Open Sun,Chemical,90,10,,13,,4.76E-05,7.00E+08,2895,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,166.667,1000,930.233,833.333,1,5,0.8333,366.3,283.953,199.633,0.16,0.1379,0.2144,1.1978,0.545,"1% NotApplicableOH (90°C, 2-3 seconds, immersed twice or thrice successively)"
313,2005,Fadhel A.,2,45,0.1,28.5,50,219,0.325,Thomson,Convective,Chemical,90,10,,56,,4.76E-05,7.00E+08,2895,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,138.889,1000,930.233,861.111,1,6.2,0.8611,157.208,121.867,18.319,0.1319,0.1165,0,0.1319,0.1165,"1% NotApplicableOH (90°C, 2-3 seconds, immersed twice or thrice successively)"
314,2005,Fadhel A.,3,31,0.1,28.5,50,147,0.032,Thomson,Convective,Chemical,90,10,,32,,4.76E-05,7.00E+08,2895,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,145.601,1000,930.233,854.399,1,5.8681,0.8544,278.403,215.816,132.802,0.16,0.1379,0.1318,0.9121,0.477,"1% NotApplicableOH (90°C, 2-3 seconds, immersed twice or thrice successively)"
315,2005,Salengke S.,1,15,2.5,57,15,30,0.053,Red,Convective,Ohmic,NotApplicable,NotApplicable,,19,,6.99E-04,7.30E+08,2295,1.79E-02,2.30E-02,5.49E-01,29.6,1075,24.2,0.822,11.374,60.5,56.279,49.126,1,4.3191,0.812,15.035,11.655,3.661,0,0,0.0745,0.3219,0.2435,Ohmic pretreatment (30 Hz)
316,2005,Salengke S.,2,15,2.5,57,15,30,0.025,Red,Convective,Ohmic,NotApplicable,NotApplicable,,19,,6.99E-04,7.30E+08,2295,1.79E-02,2.30E-02,5.49E-01,29.6,1075,24.2,0.822,11.374,60.5,56.279,49.126,1,4.3191,0.812,15.255,11.826,3.881,0,0,0.079,0.3412,0.2544,Ohmic pretreatment (60 Hz)
317,2005,Salengke S.,3,15,2.5,57,15,30,0.005,Red,Convective,Ohmic,NotApplicable,NotApplicable,,15,,6.99E-04,7.30E+08,2295,1.79E-02,2.30E-02,5.49E-01,29.6,1075,24.2,0.822,11.374,60.5,56.279,49.126,1,4.3191,0.812,18.146,14.066,6.772,0,0,0.1378,0.5954,0.3732,Ohmic pretreatment (7.5 kHz)
318,2005,Salengke S.,4,15,2.5,57,15,30,0.004,Red,Convective,Untreated,Untreated,Untreated,,12,,6.99E-04,7.30E+08,2295,1.79E-02,2.30E-02,5.49E-01,29.6,1075,24.2,0.822,11.374,60.5,56.279,49.126,1,4.3191,0.812,20.56,15.938,9.186,0,0,0.187,0.8076,0.4468,Untreated
319,2006,Ben Mabrouk S.,1,10,1,60,14,20,0.16,Tunisian,Convective,Untreated,Untreated,Untreated,,6,,4.03E-04,7.20E+08,2495,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,198.212,1000,930.233,801.788,1,4.0451,0.8018,656.934,509.252,458.722,0.05,0.0476,0.5668,2.3143,0.6983,Untreated
320,2006,Ben Mabrouk S.,2,10,2,60,14,20,0.11,Tunisian,Convective,Untreated,Untreated,Untreated,,15,,4.03E-04,7.20E+08,2495,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,198.212,1000,930.233,801.788,1,4.0451,0.8018,351.113,272.181,152.901,0.05,0.0476,0.1806,0.7714,0.4355,Untreated
321,2006,Ben Mabrouk S.,3,10,3,60,14,20,0.095,Tunisian,Convective,Untreated,Untreated,Untreated,,19,,4.03E-04,7.20E+08,2495,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,198.212,1000,930.233,801.788,1,4.0451,0.8018,311.907,241.788,113.694,0.05,0.0476,0.1311,0.5736,0.3645,Untreated
322,2006,Ben Mabrouk S.,4,10,5,60,14,20,0.066,Tunisian,Convective,Untreated,Untreated,Untreated,,27,,4.03E-04,7.20E+08,2495,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,198.212,1000,930.233,801.788,1,4.0451,0.8018,274.663,212.917,76.45,0.05,0.0476,0.084,0.3857,0.2783,Untreated
323,2006,Ben Mabrouk S.,5,10,7,60,14,20,0.092,Tunisian,Convective,Untreated,Untreated,Untreated,,34,,4.03E-04,7.20E+08,2495,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,198.212,1000,930.233,801.788,1,4.0451,0.8018,270.738,209.874,72.526,0.05,0.0476,0.0791,0.3659,0.2679,Untreated
324,2006,Bennamoun L.,1,11,4.75,55,10,20,0.103,Thomson,Convective,Untreated,Untreated,Untreated,,75,,5.54E-03,9.70E+08,1695,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,187,1000,930.233,813,1,4.3476,0.813,218.772,169.591,31.772,0.1628,0.14,0.0017,0.1699,0.1452,Untreated
325,2006,Bennamoun L.,2,11,4.75,35,28,20,0.117,Thomson,Convective,Untreated,Untreated,Untreated,,79,,3.96E-03,9.70E+08,1695,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,187,1000,930.233,813,1,4.3476,0.813,264.489,205.03,77.489,0.1628,0.14,0.0601,0.4144,0.293,Untreated
326,2006,Bennamoun L.,3,11,1,55,10,20,0.085,Thomson,Convective,Untreated,Untreated,Untreated,,55,,5.54E-03,9.70E+08,1695,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,187,1000,930.233,813,1,4.3476,0.813,244.925,189.865,57.925,0.1628,0.14,0.0351,0.3098,0.2365,Untreated
327,2006,Bennamoun L.,4,11,5,55,10,16,0.166,Thomson,Convective,Untreated,Untreated,Untreated,,84,,5.54E-03,9.70E+08,1695,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,187,1000,930.233,813,1,4.3476,0.813,217.442,168.56,30.442,0.1628,0.14,0,0.1628,0.14,Untreated
328,2006,Bennamoun L.,5,11,4.75,55,10,16,0.046,Thomson,Convective,Untreated,Untreated,Untreated,,53,,5.54E-03,9.70E+08,1695,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,187,1000,930.233,813,1,4.3476,0.813,217.442,168.56,30.442,0.1628,0.14,0,0.1628,0.14,Untreated
329,2006,Bennamoun L.,6,11,3,55,10,20,0.057,Thomson,Convective,Untreated,Untreated,Untreated,,71,,5.54E-03,9.70E+08,1695,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,187,1000,930.233,813,1,4.3476,0.813,217.442,168.56,30.442,0.1628,0.14,0,0.1628,0.14,Untreated
330,2006,Bennamoun L.,7,11,4.75,55,10,20,0.025,Thomson,Convective,Untreated,Untreated,Untreated,,39,,5.54E-03,9.70E+08,1695,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,187,1000,930.233,813,1,4.3476,0.813,217.442,168.56,30.442,0.1628,0.14,0,0.1628,0.14,Untreated
331,2006,Bennamoun L.,8,11,3,55,10,20,0.109,Thomson,Convective,Untreated,Untreated,Untreated,,59,,5.54E-03,9.70E+08,1695,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,187,1000,930.233,813,1,4.3476,0.813,217.442,168.56,30.442,0.1628,0.14,0,0.1628,0.14,Untreated
332,2006,Bennamoun L.,9,12,5,50,13,21,0.228,Thomson,Convective,Untreated,Untreated,Untreated,,90,,5.12E-03,9.70E+08,1695,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,187,1000,930.233,813,1,4.3476,0.813,229.454,177.871,42.454,0.1628,0.14,0.0154,0.227,0.185,Untreated
333,2006,Bennamoun L.,10,12,2.5,50,13,21,0.192,Thomson,Convective,Untreated,Untreated,Untreated,,104,,5.12E-03,9.70E+08,1695,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,187,1000,930.233,813,1,4.3476,0.813,217.825,168.857,30.825,0.1628,0.14,0.0005,0.1648,0.1415,Untreated
334,2006,Bennamoun L.,11,12,1,50,13,21,0.254,Thomson,Convective,Untreated,Untreated,Untreated,,110,,5.12E-03,9.70E+08,1695,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,187,1000,930.233,813,1,4.3476,0.813,218.451,169.342,31.451,0.1628,0.14,0.0013,0.1682,0.144,Untreated
335,2006,Bennamoun L.,12,9,5,50,13,16,0.08,Thomson,Convective,Untreated,Untreated,Untreated,,89,,5.12E-03,9.70E+08,1695,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,187,1000,930.233,813,1,4.3476,0.813,217.442,168.56,30.442,0.1628,0.14,0,0.1628,0.14,Untreated
336,2006,Bennamoun L.,13,9,2.5,50,13,16,0.057,Thomson,Convective,Untreated,Untreated,Untreated,,95,,5.12E-03,9.70E+08,1695,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,187,1000,930.233,813,1,4.3476,0.813,217.442,168.56,30.442,0.1628,0.14,0,0.1628,0.14,Untreated
337,2006,Bennamoun L.,14,9,1,50,13,16,0.089,Thomson,Convective,Untreated,Untreated,Untreated,,87,,5.12E-03,9.70E+08,1695,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,187,1000,930.233,813,1,4.3476,0.813,217.442,168.56,30.442,0.1628,0.14,0,0.1628,0.14,Untreated
338,2006,Doymaz ?.,1,29,1.1,60,15,28,0.025,Muscatel,Convective,Chemical,25,180,,8,,5.99E-03,9.70E+08,1695,1.79E-02,2.30E-02,5.49E-01,29.6,1075,120,0.822,62.1,300,279.07,237.9,1,3.8309,0.793,85.555,66.322,23.455,0.25,0.2,0.0357,0.3777,0.2742,5% K2CO3 + 0.5% olive oil
339,2006,Doymaz ?.,2,34,1.1,60,15,33,0.043,Muscatel,Convective,Chemical,25,180,,18,,5.99E-03,9.70E+08,1695,1.79E-02,2.30E-02,5.49E-01,29.6,1075,120,0.822,62.1,300,279.07,237.9,1,3.8309,0.793,84.134,65.22,22.034,0.25,0.2,0.0293,0.3548,0.2619,2.5% NotApplicable2CO3 + 2% ethyl oleate
340,2006,Doymaz ?.,3,30,1.1,60,15,30,0.033,Muscatel,Convective,Chemical,25,180,,15,,5.99E-03,9.70E+08,1695,1.79E-02,2.30E-02,5.49E-01,29.6,1075,120,0.822,62.1,300,279.07,237.9,1,3.8309,0.793,86.302,66.901,24.202,0.25,0.2,0.039,0.3897,0.2804,2.5% NotApplicableOH + 2% ethyl oleate
341,2006,Doymaz ?.,4,26,1.1,60,15,25,0.016,Muscatel,Convective,Chemical,25,180,,17,,5.99E-03,9.70E+08,1695,1.79E-02,2.30E-02,5.49E-01,29.6,1075,120,0.822,62.1,300,279.07,237.9,1,3.8309,0.793,84.857,65.78,22.757,0.25,0.2,0.0325,0.3665,0.2682,2.5% K2CO3 + 2% ethyl oleate
342,2006,Doymaz ?.,5,59,1.1,60,15,66,0.009,Muscatel,Convective,Untreated,Untreated,Untreated,,23,,5.99E-03,9.70E+08,1695,1.79E-02,2.30E-02,5.49E-01,29.6,1075,120,0.822,62.1,300,279.07,237.9,1,3.8309,0.793,82.7,64.108,20.6,0.25,0.2,0.0228,0.3317,0.2491,Untreated
343,2006,Telis V. R. N.,1,24,1,50,15,144,0.151,Ruby,Convective,Untreated,Untreated,Untreated,,6,,7.08E-05,7.50E+08,2995,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,160,1000,930.233,840,1,5.25,0.84,181.238,140.495,21.238,0.0142,0.014,0.0226,0.1327,0.1172,Untreated
344,2006,Telis V. R. N.,2,21,1,50,15,144,0.371,Ruby,Convective,Chemical,25,30,,7,,7.08E-05,7.50E+08,2995,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,160,1000,930.233,840,1,5.25,0.84,173.866,134.78,13.866,0.0142,0.014,0.0138,0.0867,0.0798,2% K2CO3 + 0.5% olive oil (30 sec)
